1990/02/12, 12682
1990/02/17, 11550
1990/02/21, 12321
1990/02/27, 10995
1990/03/01, 11720
1990/03/05, 10887
1990/03/16, 12065
1990/03/26, 10145
1990/04/03, 11282
1990/04/09, 9405
1990/04/13, 10011
1990/04/19, 8652
1990/04/28, 9838
1990/05/02, 8252
1990/05/09, 9062
1990/05/11, 8125
1990/05/16, 8689
1990/05/26, 5822
1990/06/02, 8007
1990/06/11, 5758
1990/06/13, 6606
1990/07/06, 4450
1990/07/10, 5286
1990/07/13, 4522
1990/08/02, 5825
1990/08/14, 3788
1990/08/16, 4391
1990/08/25, 3021
1990/09/01, 3812
1990/10/12, 2485
1990/10/26, 3575
1990/11/02, 3016
1990/11/24, 5027
1990/11/29, 3986
1990/12/06, 5267
1990/12/20, 3773
1991/01/03, 4533
1991/01/17, 3142
1991/01/25, 4340
1991/02/01, 3920
1991/02/22, 5255
1991/03/04, 4446
1991/03/16, 5005
1991/03/22, 4678
1991/04/15, 5715
1991/04/17, 5202
1991/05/10, 6365
1991/05/16, 5681
1991/05/22, 6240
1991/05/31, 5556
1991/06/22, 6137
1991/07/24, 4781
1991/07/31, 5282
1991/08/08, 4775
1991/08/10, 5247
1991/08/20, 4335
1991/08/22, 4690
1991/08/28, 4250
1991/09/09, 4782
1991/09/14, 4498
1991/10/09, 4925
1991/10/22, 4032
1991/10/30, 4436
1991/11/02, 4227
1991/11/11, 4553
1991/11/18, 4381
1991/11/23, 4582
1991/12/06, 4310
1991/12/09, 4593
1991/12/16, 4379
1992/01/30, 5459
1992/02/18, 4766
1992/03/02, 5173
1992/04/14, 4382
1992/05/02, 4614
1992/05/12, 4253
1992/05/23, 4675
1992/06/02, 4439
1992/06/23, 4772
1992/07/29, 3925
1992/08/06, 4167
1992/08/20, 3629
1992/09/02, 3986
1992/09/26, 3306
1992/10/05, 3777
1992/10/07, 3559
1992/10/19, 3777
1992/11/04, 3506
1992/11/20, 3737
1992/12/04, 3604
1992/12/09, 3797
1993/01/08, 3098
1993/01/19, 3420
1993/01/29, 3214
1993/03/05, 4818
1993/03/13, 4395
1993/04/07, 5091
1993/04/21, 4386
1993/04/24, 4642
1993/05/05, 4401
1993/05/11, 4736
1993/05/27, 4171
1993/06/05, 4422
1993/07/03, 3891
1993/07/10, 4129
1993/07/21, 3875
1993/07/26, 4093
1993/08/03, 3921
1993/08/16, 4175
1993/09/16, 3740
1993/09/18, 3976
1993/10/04, 3785
1993/11/19, 4376
1993/11/26, 4163
1993/12/22, 5483
1993/12/24, 5238
1994/01/06, 6719
1994/01/14, 5649
1994/01/18, 6179
1994/01/21, 5756
1994/02/03, 6424
1994/03/01, 5362
1994/03/07, 5808
1994/03/22, 5125
1994/04/26, 5976
1994/05/03, 5670
1994/05/16, 6153
1994/05/25, 5760
1994/06/16, 6221
1994/06/27, 5851
1994/08/09, 7020
1994/08/15, 6539
1994/09/01, 7085
1994/09/06, 6829
1994/09/15, 7129
1994/09/23, 6880
1994/10/04, 7228
1994/10/11, 5916
1994/10/21, 6904
1994/11/02, 6153
1994/11/11, 6521
1994/11/23, 6241
1994/12/31, 7180
1995/01/24, 6167
1995/02/18, 6696
1995/02/27, 6284
1995/03/18, 6625
1995/03/22, 6355
1995/04/06, 6599
1995/05/06, 5537
1995/05/15, 5852
1995/05/29, 5417
1995/06/05, 5745
1995/06/22, 5199
1995/06/26, 5690
1995/07/04, 5294
1995/07/08, 5668
1995/07/26, 4926
1995/07/28, 5335
1995/08/15, 4474
1995/08/17, 4906
1995/08/25, 4584
1995/09/11, 5221
1995/09/15, 4916
1995/09/26, 5170
1995/09/30, 4986
1995/10/09, 5265
1995/11/18, 4530
1996/01/04, 5209
1996/01/05, 4798
1996/01/19, 5073
1996/02/07, 4672
1996/03/01, 4883
1996/03/06, 4675
1996/04/15, 6191
1996/04/20, 5886
1996/04/29, 6237
1996/05/09, 5962
1996/05/13, 6229
1996/05/21, 5695
1996/05/25, 6006
1996/05/29, 5798
1996/07/02, 6624
1996/07/16, 5943
1996/07/22, 6226
1996/07/25, 6034
1996/08/08, 6400
1996/08/20, 5988
1996/10/07, 6680
1996/10/29, 6357
1996/11/27, 7002
1996/11/29, 6760
1996/12/03, 7084
1996/12/12, 6769
1997/01/23, 7391
1997/01/29, 7142
1997/03/19, 8599
1997/03/25, 7830
1997/04/10, 8758
1997/04/19, 8251
1997/04/28, 8750
1997/05/03, 8116
1997/05/08, 8479
1997/05/13, 7893
1997/05/26, 8248
1997/05/30, 7975
1997/06/07, 8436
1997/06/12, 8179
1997/07/17, 9889
1997/07/23, 9345
1997/08/04, 10167
1997/08/14, 9501
1997/08/27, 10256
1997/09/15, 8898
1997/09/19, 9292
1997/10/07, 8177
1997/10/13, 8512
1997/10/20, 7274
1997/10/23, 7901
1997/10/30, 7040
1997/11/07, 8137
1997/11/15, 7418
1997/11/22, 7907
1997/12/01, 7400
1997/12/10, 8532
1997/12/12, 8135
1997/12/13, 8521
1997/12/24, 7925
1997/12/31, 8243
1998/01/12, 7375
1998/02/27, 9378
1998/03/06, 8630
1998/03/17, 9165
1998/03/23, 8728
1998/04/07, 9337
1998/05/18, 8023
1998/05/25, 8417
1998/06/11, 7073
1998/06/20, 7898
1998/06/30, 7517
1998/07/09, 8079
1998/07/14, 7789
1998/07/18, 8116
1998/09/01, 6219
1998/09/09, 7017
1998/09/11, 6682
1998/09/21, 7218
1998/10/02, 6384
1998/10/09, 7064
1998/10/15, 6784
1998/11/02, 7249
1998/11/11, 6643
1998/11/21, 7488
1998/11/25, 7116
1998/11/27, 7453
1998/12/01, 7096
1998/12/07, 7375
1998/12/19, 6460
1998/12/22, 6782
1999/01/06, 5988
1999/01/11, 6492
1999/01/15, 6176
1999/01/16, 6577
1999/02/05, 5422
1999/03/23, 7133
1999/03/30, 6828
1999/04/21, 7706
1999/04/30, 7209
1999/05/17, 7705
1999/05/31, 7304
1999/06/23, 8661
1999/06/28, 8240
1999/07/03, 8710
1999/07/07, 8390
1999/07/09, 8663
1999/07/17, 7068
1999/07/21, 7830
1999/08/07, 6771
1999/09/02, 8414
1999/09/08, 7891
1999/09/13, 8250
1999/09/29, 7415
1999/10/15, 7959
1999/10/22, 7505
1999/11/01, 7874
1999/11/08, 7261
1999/11/23, 8152
1999/11/26, 7558
1999/12/04, 8087
1999/12/17, 7684
2000/02/18, 10393
2000/02/25, 9407
2000/03/02, 9781
2000/03/07, 9286
2000/03/10, 9712
2000/03/16, 8250
2000/03/17, 8799
2000/03/21, 8355
2000/04/06, 10328
2000/04/15, 8780
2000/04/19, 9477
2000/05/11, 8281
2000/05/20, 9167
2000/05/26, 8386
2000/06/08, 9209
2000/07/05, 7988
2000/07/17, 8643
2000/08/08, 7670
2000/08/21, 8305
2000/09/01, 7381
2000/09/05, 7829
2000/10/05, 5904
2000/10/07, 6425
2000/10/19, 5074
2000/10/25, 6035
2000/11/02, 5381
2000/11/08, 6164
2000/11/21, 4760
2000/11/27, 5526
2000/12/28, 4555
2001/01/11, 5531
2001/01/15, 5254
2001/02/02, 6103
2001/02/08, 5653
2001/02/16, 6198
2001/03/02, 5471
2001/03/07, 5793
2001/03/13, 5498
2001/03/27, 5981
2001/04/04, 5345
2001/04/19, 5683
2001/05/21, 4902
2001/05/24, 5246
2001/06/04, 4944
2001/06/13, 5318
2001/07/24, 4008
2001/08/17, 4715
2001/08/24, 4303
2001/08/30, 4576
2001/09/26, 3411
2001/10/26, 4104
2001/10/30, 3872
2001/11/27, 4722
2001/11/29, 4376
2001/12/13, 5651
2001/12/21, 5090
2002/01/11, 5926
2002/01/17, 5375
2002/01/28, 6049
2002/01/30, 5738
2002/02/18, 6048
2002/02/26, 5492
2002/03/11, 6212
2002/03/19, 5877
2002/03/27, 6326
2002/04/12, 6009
2002/04/22, 6484
2002/05/07, 5525
2002/05/15, 5933
2002/05/22, 5421
2002/05/28, 5796
2002/06/12, 5357
2002/06/18, 5625
2002/07/03, 4808
2002/07/08, 5417
2002/07/11, 5162
2002/07/16, 5460
2002/08/06, 4506
2002/08/23, 5030
2002/09/09, 4303
2002/09/11, 4576
2002/10/11, 3845
2002/10/28, 4682
2002/10/30, 4448
2002/11/08, 4811
2002/11/12, 4603
2002/11/18, 4862
2002/11/21, 4573
2002/12/09, 4867
2002/12/31, 4413
2003/01/16, 5082
2003/01/20, 4875
2003/01/24, 5141
2003/02/14, 4462
2003/02/17, 4707
2003/03/11, 4240
2003/03/24, 4619
2003/04/01, 4275
2003/04/18, 4677
2003/04/28, 4044
2003/06/18, 5089
2003/06/27, 4856
2003/07/08, 5416
2003/07/11, 5176
2003/07/16, 5435
2003/07/22, 5213
2003/07/28, 5504
2003/08/11, 5174
2003/09/19, 5809
2003/10/01, 5560
2003/11/06, 6182
2003/11/27, 5740
2003/12/05, 5945
2003/12/17, 5718
2004/01/28, 6421
2004/02/03, 6210
2004/03/05, 7135
2004/03/16, 6564
2004/03/19, 6833
2004/03/23, 6020
2004/04/15, 6916
2004/05/17, 5450
2004/05/28, 6137
2004/06/04, 5630
2004/06/08, 6010
2004/06/15, 5514
2004/07/01, 5870
2004/07/05, 5627
2004/07/12, 5804
2004/08/05, 5255
2004/10/06, 6135
2004/10/27, 5597
2004/11/18, 6088
2004/11/30, 5722
2005/01/03, 6183
2005/01/25, 5734
2005/03/02, 6267
2005/04/21, 5565
2005/06/23, 6401
2005/07/07, 6180
2005/08/04, 6481
2005/08/31, 5976
2005/09/13, 6186
2005/09/26, 5894
2005/10/05, 6171
2005/10/28, 5618
2006/01/12, 6797
2006/01/23, 6373
2006/02/07, 6747
2006/02/23, 6466
2006/03/02, 6685
2006/03/23, 6344
2006/05/09, 7476
2006/06/09, 6268
2006/06/16, 6629
2006/06/21, 6290
2006/07/04, 6789
2006/07/17, 6232
2006/08/17, 6761
2006/08/28, 6422
2006/12/07, 7716
2006/12/13, 7369
2007/01/03, 7999
2007/01/11, 7599
2007/01/25, 7990
